timestamp,ip,method,url,status,size,threat_severity,prediction,probability_score,threat_type,details,country,city,latitude,longitude
21/May/2026:11:51:48 +0000,192.168.1.15,PUT,/about.html,200,24022,Low,Normal,0.4684,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:11:51:58 +0000,203.0.113.88,GET,/images/logo.png,200,18054,Low,Normal,0.4759,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:52:08 +0000,192.168.1.15,POST,/api/v1/metrics,200,12347,Medium,Anomaly,0.5024,ML Anomaly,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:11:52:18 +0000,81.108.20.11,PUT,/index.html,304,1444,Low,Normal,0.467,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:52:28 +0000,198.51.100.12,GET,/admin,401,82,Medium,Anomaly,0.4626,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/admin' resulting in HTTP 401.,China,Beijing,39.9,116.4
21/May/2026:11:52:38 +0000,81.108.20.11,POST,/index.html,200,12480,Low,Normal,0.4847,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:52:48 +0000,81.108.20.11,PUT,/images/logo.png,200,3433,Low,Normal,0.4697,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:52:58 +0000,81.108.20.11,GET,/about.html,200,19555,Low,Normal,0.4526,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:53:08 +0000,122.164.48.9,GET,/images/logo.png,304,173,Low,Normal,0.4798,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:53:18 +0000,81.108.20.11,POST,/products/items,404,245,Low,Normal,0.4451,Normal,Requested resources not found: /products/items,United Kingdom,London,51.5,-0.12
21/May/2026:11:53:28 +0000,192.168.1.15,GET,/about.html,200,9066,Low,Normal,0.45,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:11:53:38 +0000,81.108.20.11,GET,/about.html,200,20848,Low,Normal,0.4592,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:53:48 +0000,81.108.20.11,POST,/index.html,200,320,Low,Normal,0.465,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:53:58 +0000,185.220.101.5,POST,/js/main.js,404,457,Low,Normal,0.4464,Normal,Requested resources not found: /js/main.js,United States,Washington,47.75,-120.74
21/May/2026:11:54:08 +0000,122.164.48.9,GET,/products/items,404,1215,Low,Normal,0.4653,Normal,Requested resources not found: /products/items,India,Chennai,13.08,80.27
21/May/2026:11:54:18 +0000,10.0.0.4,POST,/index.html,304,759,Low,Normal,0.4677,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:11:54:28 +0000,203.0.113.88,GET,/products/items,200,20537,Low,Normal,0.4518,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:54:38 +0000,203.0.113.88,GET,/favicon.ico,200,21153,Low,Normal,0.446,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:54:48 +0000,103.22.200.41,GET,/.env,404,321,Medium,Anomaly,0.4422,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/.env' resulting in HTTP 404.,North Korea,Pyongyang,39.03,125.76
21/May/2026:11:54:58 +0000,198.51.100.12,GET,/wp-login.php,404,19,Medium,Anomaly,0.4569,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/wp-login.php' resulting in HTTP 404.,China,Beijing,39.9,116.4
21/May/2026:11:55:08 +0000,203.0.113.88,GET,/images/logo.png,200,7231,Low,Normal,0.4874,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:55:18 +0000,203.0.113.88,PUT,/api/v1/status,200,4220,Low,Normal,0.4882,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:55:28 +0000,122.164.48.9,GET,/api/v1/status,200,20588,Low,Normal,0.4843,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:55:38 +0000,185.220.101.5,POST,/login?user=admin%27%20OR%201=1--,200,18292,Critical,Anomaly,0.4779,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,United States,Washington,47.75,-120.74
21/May/2026:11:55:48 +0000,122.164.48.9,GET,/favicon.ico,404,142,Low,Normal,0.4637,Normal,Requested resources not found: /favicon.ico,India,Chennai,13.08,80.27
21/May/2026:11:55:58 +0000,122.164.48.9,GET,/contact.html,200,14732,Low,Normal,0.4734,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:56:08 +0000,10.0.0.4,POST,/products/items,200,16673,Low,Normal,0.4706,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:11:56:18 +0000,203.0.113.88,GET,/images/logo.png,304,1021,Low,Normal,0.4782,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:56:28 +0000,103.22.200.41,GET,"/api/users?id=1%20UNION%20SELECT%20NULL,username,password%20FROM%20users--",500,1480,Critical,Anomaly,0.5804,SQL Injection,"Exploit pattern detected in request query path: /api/users?id=1 UNION SELECT NULL,username,password FROM users--",North Korea,Pyongyang,39.03,125.76
21/May/2026:11:56:38 +0000,122.164.48.9,POST,/contact.html,200,17687,Low,Normal,0.498,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:56:48 +0000,81.108.20.11,POST,/products/items,200,14246,Low,Normal,0.4633,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:56:58 +0000,81.108.20.11,POST,/images/logo.png,200,21184,Low,Normal,0.4755,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:57:08 +0000,192.168.1.15,POST,/blog/posts,200,16221,Low,Normal,0.4972,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:11:57:18 +0000,190.12.87.54,GET,/admin,401,356,Medium,Anomaly,0.4347,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/admin' resulting in HTTP 401.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:11:57:28 +0000,198.51.100.12,GET,/admin,401,960,Medium,Anomaly,0.4696,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/admin' resulting in HTTP 401.,China,Beijing,39.9,116.4
21/May/2026:11:57:38 +0000,203.0.113.88,GET,/index.html,200,11012,Low,Normal,0.4489,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:57:48 +0000,122.164.48.9,PUT,/images/logo.png,200,1626,Low,Normal,0.4921,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:57:58 +0000,192.168.1.15,GET,/api/v1/status,404,1230,Low,Normal,0.4773,Normal,Requested resources not found: /api/v1/status,Local,Localhost,37.77,-122.41
21/May/2026:11:58:08 +0000,122.164.48.9,POST,/blog/posts,200,848,Low,Normal,0.4981,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:58:18 +0000,81.108.20.11,POST,/about.html,200,10904,Low,Normal,0.4626,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:58:28 +0000,190.12.87.54,GET,/index.html,200,9831,Low,Normal,0.4419,Normal,Normal HTTP request flow.,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:11:58:38 +0000,89.248.167.15,POST,/index.html,200,9923,Low,Normal,0.4653,Normal,Normal HTTP request flow.,Netherlands,Amsterdam,52.36,4.9
21/May/2026:11:58:48 +0000,122.164.48.9,GET,/contact.html,200,1868,Low,Normal,0.4705,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:58:58 +0000,81.108.20.11,GET,/favicon.ico,200,1543,Low,Normal,0.442,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:11:59:08 +0000,122.164.48.9,GET,/index.html,200,19066,Low,Normal,0.4617,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:11:59:18 +0000,10.0.0.4,GET,/favicon.ico,404,16,Low,Normal,0.4478,Normal,Requested resources not found: /favicon.ico,Internal,Intranet,37.77,-122.41
21/May/2026:11:59:28 +0000,192.168.1.15,GET,/favicon.ico,404,1431,Low,Normal,0.4653,Normal,Requested resources not found: /favicon.ico,Local,Localhost,37.77,-122.41
21/May/2026:11:59:38 +0000,203.0.113.88,POST,/css/styles.css,200,940,Low,Normal,0.4678,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:11:59:48 +0000,192.168.1.15,GET,/index.html,200,4420,Low,Normal,0.4498,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:11:59:58 +0000,190.12.87.54,GET,/static/../../etc/passwd,400,1258,Critical,Anomaly,0.4707,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:12:00:08 +0000,122.164.48.9,GET,/contact.html,304,1173,Low,Normal,0.4818,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:12:00:18 +0000,203.0.113.88,POST,/products/items,200,5474,Low,Normal,0.4738,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:12:00:28 +0000,10.0.0.4,GET,/contact.html,200,21981,Low,Normal,0.4882,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:12:00:38 +0000,192.168.1.15,GET,/products/items,404,935,Low,Normal,0.4669,Normal,Requested resources not found: /products/items,Local,Localhost,37.77,-122.41
21/May/2026:12:00:48 +0000,198.51.100.12,PUT,/api/v1/status,200,616,Medium,Anomaly,0.5468,ML Anomaly,Normal HTTP request flow.,China,Beijing,39.9,116.4
21/May/2026:12:00:58 +0000,81.108.20.11,GET,/images/logo.png,200,7741,Medium,Anomaly,0.5007,ML Anomaly,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:12:01:08 +0000,122.164.48.9,GET,/api/v1/metrics,404,887,Low,Normal,0.4911,Normal,Requested resources not found: /api/v1/metrics,India,Chennai,13.08,80.27
21/May/2026:12:01:18 +0000,89.248.167.15,POST,/about.html,200,17536,Low,Normal,0.4817,Normal,Normal HTTP request flow.,Netherlands,Amsterdam,52.36,4.9
21/May/2026:12:01:28 +0000,198.51.100.12,POST,/index.html,200,20238,Medium,Anomaly,0.5086,ML Anomaly,Normal HTTP request flow.,China,Beijing,39.9,116.4
21/May/2026:12:01:38 +0000,122.164.48.9,GET,/index.html,200,2576,Low,Normal,0.4753,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:12:01:48 +0000,203.0.113.88,POST,/blog/posts,304,1042,Medium,Anomaly,0.5154,ML Anomaly,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:12:01:58 +0000,203.0.113.88,PUT,/js/main.js,200,24730,Low,Normal,0.4792,Normal,Normal HTTP request flow.,Australia,Sydney,-33.86,151.2
21/May/2026:12:02:08 +0000,198.51.100.12,GET,/phpmyadmin/index.php,404,200,Medium,Anomaly,0.4984,Web Scanner / Reconnaissance,Scanned restricted or sensitive endpoint '/phpmyadmin/index.php' resulting in HTTP 404.,China,Beijing,39.9,116.4
21/May/2026:12:02:18 +0000,192.168.1.15,GET,/about.html,200,6203,Low,Normal,0.4516,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:12:02:28 +0000,198.51.100.12,POST,/login?user=admin%27%20OR%201=1--,200,24911,Critical,Anomaly,0.48,SQL Injection,Exploit pattern detected in request query path: /login?user=admin' OR 1=1--,China,Beijing,39.9,116.4
21/May/2026:12:02:38 +0000,192.168.1.15,GET,/api/v1/status,200,16616,Low,Normal,0.4843,Normal,Normal HTTP request flow.,Local,Localhost,37.77,-122.41
21/May/2026:12:02:48 +0000,10.0.0.4,GET,/api/v1/metrics,304,711,Low,Normal,0.484,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:12:02:58 +0000,190.12.87.54,GET,/static/../../etc/passwd,400,170,Critical,Anomaly,0.4843,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,Brazil,Sao Paulo,-23.55,-46.63
21/May/2026:12:03:08 +0000,122.164.48.9,POST,/about.html,304,551,Low,Normal,0.4714,Normal,Normal HTTP request flow.,India,Chennai,13.08,80.27
21/May/2026:12:03:18 +0000,81.108.20.11,GET,/images/logo.png,200,21194,Low,Normal,0.4801,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
21/May/2026:12:03:28 +0000,10.0.0.4,GET,/api/v1/metrics,200,1895,Low,Normal,0.4711,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:12:03:38 +0000,103.22.200.41,GET,/favicon.ico,200,112,Low,Normal,0.4751,Normal,Normal HTTP request flow.,North Korea,Pyongyang,39.03,125.76
21/May/2026:12:03:48 +0000,82.102.23.45,GET,/static/../../etc/passwd,400,339,Critical,Anomaly,0.4732,Directory Traversal / LFI,Exploit pattern detected in request query path: /static/../../etc/passwd,Russia,Moscow,55.75,37.61
21/May/2026:12:03:58 +0000,185.220.101.5,GET,/files/download?file=..%2f..%2f..%2fwindows%2fwin.ini,400,227,Critical,Anomaly,0.5671,Directory Traversal / LFI,Exploit pattern detected in request query path: /files/download?file=../../../windows/win.ini,United States,Washington,47.75,-120.74
21/May/2026:12:04:08 +0000,10.0.0.4,GET,/contact.html,200,9742,Low,Normal,0.4621,Normal,Normal HTTP request flow.,Internal,Intranet,37.77,-122.41
21/May/2026:12:04:18 +0000,91.220.43.12,GET,/cgi-bin/test.sh?cmd=cat%20/etc/hosts,500,226,Medium,Anomaly,0.5192,Server Application Error,Server responded with HTTP 500. Could indicate SQL syntax crashes or system failure.,Ukraine,Kyiv,50.45,30.52
21/May/2026:12:04:28 +0000,81.108.20.11,POST,/api/v1/status,200,6174,Low,Normal,0.4957,Normal,Normal HTTP request flow.,United Kingdom,London,51.5,-0.12
